Airline,Source,Destination,Duration,Total_Stops,month,day in a month,Dep_hour,Dep_minute,Arrival_Hour,Arrival_Minute
Vistara,Banglore,Delhi,170,0,4,3,11,30,14,20
SpiceJet,Kolkata,Banglore,145,0,4,1,9,0,11,25
Jet Airways,Delhi,Cochin,1060,2,3,21,10,45,4,25
Jet Airways,Banglore,Delhi,180,0,4,24,19,50,22,50
IndiGo,Banglore,Delhi,180,0,5,27,16,55,19,55
Jet Airways,Kolkata,Banglore,575,1,5,1,9,35,19,10
IndiGo,Kolkata,Banglore,330,1,5,1,7,10,12,40
Jet Airways,Kolkata,Banglore,1075,1,5,9,17,0,10,55
IndiGo,Delhi,Cochin,975,1,3,27,4,45,21,0
Air India,Delhi,Cochin,170,0,3,27,5,10,8,0
Multiple carriers,Delhi,Cochin,580,1,3,6,9,10,18,50
Air India,Kolkata,Banglore,955,2,5,24,9,25,1,20
Jet Airways,Mumbai,Hyderabad,85,0,6,18,2,55,4,20
IndiGo,Delhi,Cochin,320,1,6,24,6,50,12,10
Jet Airways,Banglore,New Delhi,785,1,3,6,11,40,0,45
SpiceJet,Kolkata,Banglore,145,0,5,18,9,0,11,25
Multiple carriers,Delhi,Cochin,510,1,3,27,10,20,18,50
Jet Airways,Banglore,New Delhi,1420,1,3,18,8,0,7,40
Jet Airways,Banglore,Delhi,165,0,5,12,6,0,8,45
IndiGo,Banglore,Delhi,175,0,4,15,7,10,10,5
Jet Airways,Delhi,Cochin,450,1,6,27,20,55,4,25
Multiple carriers,Delhi,Cochin,835,1,6,27,7,5,21,0
Jet Airways,Delhi,Cochin,1165,1,5,18,9,0,4,25
Multiple carriers,Delhi,Cochin,910,1,3,21,7,10,22,20
Air India,Kolkata,Banglore,610,2,5,18,8,20,18,30
Jet Airways,Kolkata,Banglore,690,1,6,6,9,35,21,5
IndiGo,Banglore,Delhi,170,0,5,12,23,30,2,20
Jet Airways,Banglore,New Delhi,375,1,3,6,14,5,20,20
Jet Airways,Kolkata,Banglore,1315,1,5,6,14,5,12,0
Jet Airways,Kolkata,Banglore,705,1,5,1,6,30,18,15
Multiple carriers,Delhi,Cochin,480,1,5,9,13,0,21,0
Jet Airways,Kolkata,Banglore,690,1,5,18,9,35,21,5
Jet Airways,Delhi,Cochin,1100,1,6,27,18,15,12,35
SpiceJet,Kolkata,Banglore,145,0,6,12,9,0,11,25
Jet Airways,Delhi,Cochin,535,2,6,24,19,30,4,25
Air India,Kolkata,Banglore,150,0,6,21,14,15,16,45
Jet Airways,Delhi,Cochin,1060,2,3,9,10,45,4,25
Multiple carriers,Delhi,Cochin,695,2,3,27,9,45,21,20
IndiGo,Delhi,Cochin,315,1,3,3,9,55,15,10
Air India,Mumbai,Hyderabad,90,0,5,1,13,55,15,25
IndiGo,Banglore,New Delhi,180,0,3,3,8,30,11,30
GoAir,Delhi,Cochin,540,1,6,24,10,35,19,35
Vistara,Banglore,Delhi,165,0,4,27,19,30,22,15
Air India,Delhi,Cochin,1545,2,3,27,5,55,7,40
Jet Airways,Banglore,Delhi,180,0,5,21,19,50,22,50
IndiGo,Delhi,Cochin,635,1,3,27,15,0,1,35
Multiple carriers,Delhi,Cochin,900,1,6,15,6,0,21,0
IndiGo,Kolkata,Banglore,165,0,3,6,22,10,0,55
Vistara,Chennai,Kolkata,135,0,5,9,7,5,9,20
Jet Airways,Delhi,Cochin,1015,1,6,9,11,30,4,25
IndiGo,Delhi,Cochin,895,1,5,6,10,35,1,30
Multiple carriers,Delhi,Cochin,545,1,3,21,7,5,16,10
Jet Airways,Banglore,New Delhi,845,1,3,6,8,55,23,0
Air India,Banglore,New Delhi,480,1,3,15,11,50,19,50
IndiGo,Kolkata,Banglore,250,1,4,15,6,20,10,30
Multiple carriers,Delhi,Cochin,630,1,5,21,8,30,19,0
Jet Airways,Delhi,Cochin,1005,1,4,3,2,15,19,0
Jet Airways,Kolkata,Banglore,510,1,5,24,14,5,22,35
Air Asia,Kolkata,Banglore,220,1,4,1,6,50,10,30
Jet Airways,Kolkata,Banglore,1430,1,5,18,16,30,16,20
SpiceJet,Kolkata,Banglore,150,0,3,21,9,0,11,30
Jet Airways,Banglore,New Delhi,1310,1,3,6,11,40,9,30
Jet Airways,Banglore,New Delhi,615,1,3,6,21,25,7,40
SpiceJet,Kolkata,Banglore,145,0,6,21,9,0,11,25
Jet Airways,Kolkata,Banglore,400,1,5,24,14,5,20,45
IndiGo,Delhi,Cochin,615,1,3,21,10,45,21,0
Air India,Kolkata,Banglore,1515,1,5,12,12,0,13,15
Air India,Banglore,New Delhi,170,0,3,9,13,20,16,10
Vistara,Mumbai,Hyderabad,670,1,3,6,8,45,19,55
Air Asia,Banglore,Delhi,170,0,6,24,4,55,7,45
Jet Airways,Kolkata,Banglore,800,1,5,21,20,0,9,20
Multiple carriers,Delhi,Cochin,765,1,6,12,9,45,22,30
IndiGo,Delhi,Cochin,630,1,5,27,15,0,1,30
Vistara,Banglore,Delhi,160,0,6,18,7,0,9,40
Multiple carriers,Delhi,Cochin,455,1,3,6,18,0,1,35
Multiple carriers,Delhi,Cochin,720,1,6,9,7,0,19,0
Jet Airways,Delhi,Cochin,1570,1,3,21,2,15,4,25
Jet Airways,Delhi,Cochin,885,1,5,21,21,50,12,35
Jet Airways,Delhi,Cochin,1395,1,6,3,19,45,19,0
SpiceJet,Kolkata,Banglore,330,1,5,24,15,55,21,25
IndiGo,Kolkata,Banglore,155,0,4,18,4,40,7,15
IndiGo,Mumbai,Hyderabad,95,0,6,27,20,5,21,40
Jet Airways,Banglore,New Delhi,610,1,3,18,22,50,9,0
Multiple carriers,Delhi,Cochin,650,1,3,21,8,0,18,50
Air India,Delhi,Cochin,185,0,3,6,18,5,21,10
IndiGo,Chennai,Kolkata,140,0,6,12,22,5,0,25
Jet Airways,Kolkata,Banglore,705,1,6,12,6,30,18,15
Jet Airways,Delhi,Cochin,610,1,5,18,18,15,4,25
Jet Airways,Kolkata,Banglore,700,1,3,24,6,30,18,10
Jet Airways,Kolkata,Banglore,1695,1,5,12,16,30,20,45
GoAir,Delhi,Cochin,540,1,5,9,10,35,19,35
Jet Airways,Delhi,Cochin,1485,1,4,1,18,15,19,0
Jet Airways,Kolkata,Banglore,1150,1,5,15,21,10,16,20
SpiceJet,Mumbai,Hyderabad,90,0,5,27,22,45,0,15
Jet Airways,Delhi,Cochin,1595,1,5,9,10,0,12,35
Air India,Delhi,Cochin,735,1,6,6,7,0,19,15
Air Asia,Delhi,Cochin,470,1,3,27,7,55,15,45
Multiple carriers,Delhi,Cochin,765,1,5,18,9,45,22,30
Jet Airways,Banglore,New Delhi,160,0,3,24,19,55,22,35
IndiGo,Banglore,Delhi,170,0,6,12,8,30,11,20
Air India,Kolkata,Banglore,150,0,5,21,14,15,16,45
Air India,Mumbai,Hyderabad,80,0,3,18,6,20,7,40
Jet Airways,Delhi,Cochin,1485,1,6,27,18,15,19,0
Jet Airways,Delhi,Cochin,450,1,6,1,11,30,19,0
Jet Airways,Delhi,Cochin,540,1,6,15,10,0,19,0
Air India,Banglore,Delhi,170,0,6,18,17,0,19,50
IndiGo,Delhi,Cochin,480,1,5,27,17,30,1,30
Air India,Banglore,New Delhi,880,2,3,15,8,15,22,55
Jet Airways,Delhi,Cochin,1045,2,6,27,19,10,12,35
Jet Airways,Delhi,Cochin,885,1,6,15,21,50,12,35
IndiGo,Banglore,Delhi,165,0,4,21,1,30,4,15
Jet Airways,Delhi,Cochin,1615,2,6,24,9,40,12,35
Multiple carriers,Delhi,Cochin,730,1,5,9,7,5,19,15
Air India,Delhi,Cochin,170,0,4,6,5,10,8,0
Multiple carriers,Delhi,Cochin,750,1,5,9,13,0,1,30
Multiple carriers,Delhi,Cochin,390,1,3,6,9,0,15,30
Air India,Delhi,Cochin,865,2,5,18,17,15,7,40
Jet Airways,Delhi,Cochin,1015,1,6,12,11,30,4,25
IndiGo,Delhi,Cochin,195,0,4,3,14,20,17,35
SpiceJet,Kolkata,Banglore,150,0,6,9,17,10,19,40
Jet Airways,Kolkata,Banglore,865,1,5,18,18,55,9,20
IndiGo,Mumbai,Hyderabad,90,0,6,27,2,35,4,5
Air India,Banglore,New Delhi,1545,2,3,3,8,50,10,35
Air India,Kolkata,Banglore,1170,2,5,15,9,10,4,40
Jet Airways,Delhi,Cochin,1375,2,5,24,5,30,4,25
Jet Airways,Kolkata,Banglore,665,1,5,15,21,10,8,15
Air India,Delhi,Cochin,1255,1,6,24,12,30,9,25
Multiple carriers,Delhi,Cochin,395,1,6,27,6,0,12,35
Jet Airways,Delhi,Cochin,1280,1,3,27,7,5,4,25
IndiGo,Kolkata,Banglore,235,1,5,21,19,55,23,50
Vistara,Banglore,Delhi,170,0,4,15,21,0,23,50
Multiple carriers,Delhi,Cochin,765,1,6,1,9,45,22,30
Air Asia,Banglore,Delhi,170,0,6,3,4,55,7,45
Multiple carriers,Delhi,Cochin,395,1,3,27,8,55,15,30
IndiGo,Chennai,Kolkata,140,0,3,21,19,35,21,55
IndiGo,Banglore,Delhi,175,0,5,6,18,55,21,50
IndiGo,Chennai,Kolkata,140,0,6,15,19,35,21,55
Multiple carriers,Delhi,Cochin,720,1,6,15,9,0,21,0
Air Asia,Delhi,Cochin,865,1,3,3,16,45,7,10
IndiGo,Chennai,Kolkata,135,0,3,21,13,20,15,35
Jet Airways,Delhi,Cochin,810,2,5,27,5,30,19,0
Jet Airways,Kolkata,Banglore,1545,1,5,21,6,30,8,15
IndiGo,Banglore,Delhi,170,0,6,9,23,30,2,20
Jet Airways,Delhi,Cochin,1490,2,6,27,11,45,12,35
Multiple carriers,Delhi,Cochin,755,1,3,3,13,0,1,35
Air Asia,Kolkata,Banglore,710,1,5,15,7,35,19,25
Jet Airways,Delhi,Cochin,1615,2,6,27,9,40,12,35
IndiGo,Delhi,Cochin,530,1,3,3,6,40,15,30
Air India,Kolkata,Banglore,1165,2,5,24,10,0,5,25
Air India,Delhi,Cochin,735,1,6,12,7,0,19,15
GoAir,Kolkata,Banglore,455,1,4,1,16,40,0,15
Jet Airways,Kolkata,Banglore,1170,1,6,12,16,30,12,0
Jet Airways,Delhi,Cochin,320,1,3,27,23,5,4,25
IndiGo,Delhi,Cochin,500,1,6,9,17,10,1,30
Air India,Banglore,Delhi,165,0,6,9,17,0,19,45
Jet Airways,Kolkata,Banglore,1730,1,6,9,9,35,14,25
Jet Airways,Kolkata,Banglore,800,1,6,9,18,55,8,15
Jet Airways,Banglore,New Delhi,1425,1,3,1,11,40,11,25
Jet Airways,Delhi,Cochin,1140,2,6,12,9,25,4,25
Vistara,Kolkata,Banglore,1350,1,5,18,20,20,18,50
IndiGo,Kolkata,Banglore,155,0,4,27,20,20,22,55
Vistara,Chennai,Kolkata,135,0,3,15,7,5,9,20
Jet Airways,Kolkata,Banglore,330,1,5,12,6,30,12,0
IndiGo,Kolkata,Banglore,155,0,5,9,22,15,0,50
Air India,Banglore,New Delhi,2345,2,3,1,8,50,23,55
Jet Airways,Delhi,Cochin,540,1,5,9,10,0,19,0
IndiGo,Delhi,Cochin,750,1,5,27,8,30,21,0
IndiGo,Delhi,Cochin,265,1,3,3,7,35,12,0
GoAir,Delhi,Cochin,535,1,3,6,10,25,19,20
Multiple carriers,Delhi,Cochin,720,1,6,6,7,0,19,0
Multiple carriers,Delhi,Cochin,555,1,6,3,10,0,19,15
IndiGo,Kolkata,Banglore,155,0,3,21,15,10,17,45
Jet Airways,Kolkata,Banglore,960,1,6,6,20,0,12,0
Jet Airways,Kolkata,Banglore,1660,1,5,18,18,55,22,35
Multiple carriers,Delhi,Cochin,390,1,6,24,19,0,1,30
Jet Airways,Kolkata,Banglore,730,1,5,15,16,30,4,40
IndiGo,Delhi,Cochin,315,1,6,27,7,15,12,30
SpiceJet,Banglore,Delhi,170,0,4,24,9,30,12,20
Multiple carriers,Delhi,Cochin,765,1,6,27,9,45,22,30
SpiceJet,Banglore,New Delhi,485,1,3,1,15,35,23,40
Jet Airways,Delhi,Cochin,1615,2,6,6,9,40,12,35
Jet Airways,Delhi,Cochin,1165,1,6,15,9,0,4,25
Jet Airways,Banglore,New Delhi,390,1,3,12,5,45,12,15
SpiceJet,Mumbai,Hyderabad,85,0,3,9,22,45,0,10
Multiple carriers,Delhi,Cochin,705,1,5,18,7,30,19,15
Multiple carriers,Delhi,Cochin,640,1,6,9,10,20,21,0
IndiGo,Delhi,Cochin,985,1,3,3,9,10,1,35
Air Asia,Banglore,Delhi,170,0,4,18,4,55,7,45
Jet Airways,Delhi,Cochin,810,2,5,27,23,5,12,35
Air Asia,Delhi,Cochin,340,1,6,24,16,45,22,25
Air India,Delhi,Cochin,230,0,5,21,14,5,17,55
IndiGo,Mumbai,Hyderabad,90,0,5,1,16,55,18,25
Multiple carriers,Delhi,Cochin,630,1,6,27,8,45,19,15
GoAir,Banglore,Delhi,165,0,4,12,20,55,23,40
SpiceJet,Kolkata,Banglore,155,0,6,24,6,55,9,30
Air India,Mumbai,Hyderabad,90,0,4,3,13,55,15,25
Multiple carriers,Delhi,Cochin,755,1,5,21,6,40,19,15
IndiGo,Delhi,Cochin,345,1,3,3,2,0,7,45
Jet Airways,Banglore,Delhi,185,0,5,12,18,55,22,0
SpiceJet,Banglore,Delhi,175,0,5,3,21,10,0,5
IndiGo,Delhi,Cochin,350,1,3,21,7,30,13,20
IndiGo,Banglore,New Delhi,285,1,3,15,16,50,21,35
Jet Airways,Banglore,Delhi,175,0,6,9,15,15,18,10
Multiple carriers,Delhi,Cochin,735,1,5,15,8,45,21,0
Jet Airways,Delhi,Cochin,505,2,6,24,20,0,4,25
Vistara,Kolkata,Banglore,1655,1,5,15,7,10,10,45
SpiceJet,Kolkata,Banglore,150,0,4,6,14,55,17,25
SpiceJet,Kolkata,Banglore,520,1,6,9,8,35,17,15
Jet Airways,Banglore,Delhi,175,0,4,6,11,10,14,5
Jet Airways,Banglore,Delhi,180,0,4,15,19,50,22,50
Jet Airways,Delhi,Cochin,1040,1,6,3,19,15,12,35
IndiGo,Kolkata,Banglore,155,0,6,12,17,15,19,50
IndiGo,Kolkata,Banglore,295,1,5,9,9,20,14,15
IndiGo,Banglore,Delhi,170,0,4,21,23,30,2,20
IndiGo,Delhi,Cochin,975,1,6,9,9,15,1,30
IndiGo,Delhi,Cochin,345,1,3,6,2,0,7,45
Air Asia,Delhi,Cochin,470,1,6,12,7,55,15,45
IndiGo,Banglore,Delhi,170,0,4,3,10,10,13,0
Vistara,Kolkata,Banglore,1655,1,6,6,7,10,10,45
Vistara,Kolkata,Banglore,865,1,5,21,20,20,10,45
Multiple carriers,Delhi,Cochin,385,1,3,6,9,45,16,10
Multiple carriers,Delhi,Cochin,910,1,6,1,3,50,19,0
Air Asia,Kolkata,Banglore,215,1,3,24,19,55,23,30
Air India,Delhi,Cochin,735,1,3,27,7,0,19,15
IndiGo,Delhi,Cochin,305,1,3,21,20,30,1,35
IndiGo,Delhi,Cochin,295,1,5,9,5,10,10,5
IndiGo,Banglore,Delhi,185,0,6,24,18,15,21,20
IndiGo,Kolkata,Banglore,220,1,6,6,19,35,23,15
Jet Airways,Kolkata,Banglore,1335,1,5,9,20,0,18,15
Multiple carriers,Delhi,Cochin,630,1,5,21,8,45,19,15
SpiceJet,Kolkata,Banglore,155,0,5,21,6,55,9,30
Jet Airways,Kolkata,Banglore,775,1,5,15,21,10,10,5
IndiGo,Kolkata,Banglore,155,0,5,24,15,30,18,5
IndiGo,Banglore,Delhi,170,0,6,1,10,10,13,0
Multiple carriers,Delhi,Cochin,465,1,5,27,11,30,19,15
Jet Airways,Kolkata,Banglore,1685,1,5,15,17,0,21,5
Jet Airways,Delhi,Cochin,745,1,6,9,16,0,4,25
Air India,Banglore,Delhi,165,0,4,3,6,10,8,55
Jet Airways,Delhi,Cochin,1505,1,4,6,11,30,12,35
Air India,Kolkata,Banglore,155,0,4,1,20,45,23,20
Multiple carriers,Delhi,Cochin,780,1,5,18,8,0,21,0
Jet Airways,Delhi,Cochin,1235,1,6,3,16,0,12,35
Jet Airways,Delhi,Cochin,1295,2,6,6,21,25,19,0
Jet Airways,Delhi,Cochin,590,1,3,21,9,0,18,50
Air India,Delhi,Cochin,765,1,3,6,20,40,9,25
Jet Airways,Delhi,Cochin,1485,1,6,6,18,15,19,0
IndiGo,Mumbai,Hyderabad,90,0,6,24,12,0,13,30
IndiGo,Delhi,Cochin,825,2,3,21,7,35,21,20
IndiGo,Banglore,New Delhi,260,1,3,15,16,15,20,35
Jet Airways,Banglore,New Delhi,1350,1,3,1,22,50,21,20
IndiGo,Banglore,Delhi,175,0,5,3,7,10,10,5
Air India,Mumbai,Hyderabad,80,0,3,21,21,5,22,25
Air India,Banglore,New Delhi,865,1,3,12,8,50,23,15
Multiple carriers,Delhi,Cochin,435,1,6,12,18,15,1,30
Jet Airways,Banglore,Delhi,180,0,5,6,19,50,22,50
Vistara,Delhi,Cochin,190,0,4,24,6,0,9,10
Air India,Delhi,Cochin,185,0,6,9,18,5,21,10
Jet Airways,Delhi,Cochin,1045,2,5,18,19,10,12,35
Jet Airways,Banglore,New Delhi,885,1,3,12,16,55,7,40
GoAir,Delhi,Cochin,370,1,5,6,7,25,13,35
Air India,Kolkata,Banglore,150,0,3,21,14,15,16,45
SpiceJet,Banglore,Delhi,175,0,5,24,21,10,0,5
IndiGo,Banglore,Delhi,175,0,4,3,7,10,10,5
Jet Airways,Delhi,Cochin,1105,1,6,24,10,0,4,25
Jet Airways,Delhi,Cochin,1350,2,6,9,14,5,12,35
Multiple carriers,Delhi,Cochin,480,1,6,6,13,0,21,0
Jet Airways,Delhi,Cochin,1685,1,3,9,0,20,4,25
Air India,Mumbai,Hyderabad,825,1,3,6,10,0,23,45
IndiGo,Banglore,Delhi,175,0,5,18,18,25,21,20
SpiceJet,Banglore,Delhi,175,0,4,15,21,10,0,5
Vistara,Chennai,Kolkata,140,0,6,12,17,45,20,5
Jet Airways,Kolkata,Banglore,505,1,5,1,9,35,18,0
Jet Airways,Kolkata,Banglore,1720,1,5,18,18,55,23,35
Jet Airways,Kolkata,Banglore,1495,1,5,15,18,55,19,50
IndiGo,Mumbai,Hyderabad,90,0,6,27,16,55,18,25
Air India,Delhi,Cochin,675,1,6,1,8,0,19,15
Jet Airways,Banglore,New Delhi,305,1,3,6,14,5,19,10
SpiceJet,Mumbai,Hyderabad,90,0,5,24,5,45,7,15
Jet Airways,Banglore,New Delhi,1475,1,3,21,11,40,12,15
Jet Airways,Kolkata,Banglore,1610,1,5,1,6,30,9,20
Multiple carriers,Delhi,Cochin,560,1,6,9,11,40,21,0
IndiGo,Mumbai,Hyderabad,90,0,5,12,2,35,4,5
Air India,Kolkata,Banglore,1485,1,4,1,14,35,15,20
Multiple carriers,Delhi,Cochin,630,1,6,15,8,45,19,15
Jet Airways,Delhi,Cochin,810,2,6,6,5,30,19,0
IndiGo,Delhi,Cochin,345,1,5,9,21,50,3,35
Air India,Delhi,Cochin,1585,3,6,24,5,15,7,40
Jet Airways,Kolkata,Banglore,365,1,6,9,16,30,22,35
Jet Airways,Kolkata,Banglore,690,1,4,1,9,35,21,5
Jet Airways,Kolkata,Banglore,960,1,5,21,20,0,12,0
Jet Airways,Kolkata,Banglore,800,1,6,6,20,25,9,45
Vistara,Delhi,Cochin,190,0,5,18,6,0,9,10
Jet Airways,Kolkata,Banglore,800,1,6,6,20,0,9,20
Jet Airways,Kolkata,Banglore,590,1,5,9,8,25,18,15
IndiGo,Mumbai,Hyderabad,90,0,5,18,16,55,18,25
Air India,Delhi,Cochin,230,0,6,18,14,5,17,55
Air Asia,Delhi,Cochin,470,1,6,9,7,55,15,45
GoAir,Delhi,Cochin,355,1,4,24,7,0,12,55
Air India,Mumbai,Hyderabad,75,0,3,15,19,30,20,45
SpiceJet,Delhi,Cochin,295,1,5,18,17,55,22,50
Jet Airways,Kolkata,Banglore,570,1,6,9,14,5,23,35
Jet Airways,Delhi,Cochin,450,1,5,27,20,55,4,25
SpiceJet,Chennai,Kolkata,135,0,5,27,8,20,10,35
SpiceJet,Kolkata,Banglore,150,0,5,3,17,10,19,40
Jet Airways,Delhi,Cochin,1040,1,6,15,19,15,12,35
Jet Airways,Kolkata,Banglore,840,1,6,12,9,35,23,35
IndiGo,Chennai,Kolkata,140,0,6,1,7,55,10,15
Jet Airways,Delhi,Cochin,1225,1,5,18,8,0,4,25
Air India,Mumbai,Hyderabad,90,0,3,21,13,55,15,25
Vistara,Banglore,Delhi,165,0,5,18,19,30,22,15
Multiple carriers Premium economy,Delhi,Cochin,725,1,3,21,8,55,21,0
IndiGo,Banglore,Delhi,165,0,5,1,1,30,4,15
Multiple carriers,Delhi,Cochin,690,1,5,21,7,30,19,0
Jet Airways,Kolkata,Banglore,570,1,5,9,14,5,23,35
Air India,Mumbai,Hyderabad,5,2,3,6,16,50,16,55
Air India,Banglore,New Delhi,170,0,3,9,17,0,19,50
Jet Airways,Delhi,Cochin,2315,2,3,27,5,10,19,45
Jet Airways,Kolkata,Banglore,330,1,5,9,6,30,12,0
Air India,Delhi,Cochin,1590,1,3,21,20,30,23,0
GoAir,Banglore,Delhi,175,0,6,9,7,45,10,40
Jet Airways,Mumbai,Hyderabad,90,0,3,27,2,55,4,25
IndiGo,Delhi,Cochin,265,1,3,9,7,35,12,0
IndiGo,Mumbai,Hyderabad,85,0,3,21,19,5,20,30
SpiceJet,Mumbai,Hyderabad,85,0,3,15,22,45,0,10
IndiGo,Kolkata,Banglore,240,1,5,21,6,20,10,20
GoAir,Banglore,Delhi,175,0,5,18,7,45,10,40
IndiGo,Delhi,Cochin,305,1,6,27,23,30,4,35
Jet Airways,Banglore,New Delhi,160,0,3,1,19,55,22,35
Multiple carriers,Delhi,Cochin,505,1,3,21,7,5,15,30
Air Asia,Banglore,Delhi,170,0,4,9,4,55,7,45
Multiple carriers,Delhi,Cochin,780,1,6,27,8,0,21,0
Multiple carriers,Delhi,Cochin,570,1,6,3,11,30,21,0
Jet Airways,Delhi,Cochin,1225,1,3,27,8,0,4,25
SpiceJet,Banglore,Delhi,160,0,4,15,5,55,8,35
Air India,Banglore,New Delhi,1800,2,3,18,17,25,23,25
Jet Airways,Kolkata,Banglore,890,1,3,24,13,55,4,45
SpiceJet,Banglore,Delhi,160,0,6,18,5,55,8,35
IndiGo,Kolkata,Banglore,170,0,3,15,5,30,8,20
Vistara,Banglore,Delhi,155,0,4,24,17,0,19,35
Air India,Kolkata,Banglore,1440,2,5,6,10,0,10,0
Jet Airways,Banglore,New Delhi,800,1,3,21,8,0,21,20
IndiGo,Delhi,Cochin,575,1,5,21,8,35,18,10
Jet Airways,Mumbai,Hyderabad,85,0,4,1,2,55,4,20
Jet Airways,Kolkata,Banglore,585,1,4,1,18,55,4,40
Jet Airways,Kolkata,Banglore,1005,1,5,18,17,0,9,45
GoAir,Banglore,Delhi,165,0,6,24,20,55,23,40
Jet Airways,Delhi,Cochin,660,1,3,9,17,25,4,25
Air India,Banglore,New Delhi,495,1,3,18,0,30,8,45
SpiceJet,Kolkata,Banglore,140,0,3,15,22,20,0,40
GoAir,Banglore,New Delhi,265,1,3,9,15,50,20,15
Jet Airways,Banglore,Delhi,180,0,5,27,7,10,10,10
IndiGo,Mumbai,Hyderabad,95,0,6,18,20,5,21,40
SpiceJet,Banglore,Delhi,160,0,6,21,5,55,8,35
IndiGo,Delhi,Cochin,975,1,6,27,9,15,1,30
Jet Airways,Kolkata,Banglore,775,1,5,6,21,10,10,5
SpiceJet,Kolkata,Banglore,160,0,3,21,6,55,9,35
Jet Airways,Kolkata,Banglore,705,1,6,9,6,30,18,15
SpiceJet,Kolkata,Banglore,140,0,5,21,22,20,0,40
Jet Airways,Banglore,Delhi,165,0,4,12,6,0,8,45
Air Asia,Banglore,Delhi,170,0,4,24,4,55,7,45
Jet Airways,Delhi,Cochin,195,0,6,6,11,0,14,15
IndiGo,Delhi,Cochin,195,0,4,3,21,5,0,20
GoAir,Banglore,Delhi,165,0,5,3,20,55,23,40
Jet Airways,Delhi,Cochin,1025,2,5,27,19,30,12,35
Vistara,Banglore,New Delhi,160,0,3,1,7,0,9,40
IndiGo,Delhi,Cochin,195,0,3,3,5,35,8,50
IndiGo,Banglore,Delhi,170,0,6,18,20,0,22,50
Jet Airways,Delhi,Cochin,715,1,6,1,7,5,19,0
Jet Airways,Kolkata,Banglore,850,1,5,18,8,25,22,35
IndiGo,Kolkata,Banglore,155,0,5,18,15,30,18,5
Jet Airways,Delhi,Cochin,1415,1,6,1,13,0,12,35
IndiGo,Delhi,Cochin,705,1,5,15,9,15,21,0
Jet Airways,Banglore,Delhi,175,0,6,15,11,10,14,5
IndiGo,Mumbai,Hyderabad,90,0,6,9,6,25,7,55
Air India,Banglore,New Delhi,425,1,3,3,5,50,12,55
SpiceJet,Chennai,Kolkata,140,0,5,12,17,45,20,5
Multiple carriers,Delhi,Cochin,840,1,5,15,11,30,1,30
Jet Airways,Mumbai,Hyderabad,85,0,5,1,2,55,4,20
Multiple carriers,Delhi,Cochin,640,1,5,9,10,20,21,0
Jet Airways,Kolkata,Banglore,570,1,5,18,14,5,23,35
Jet Airways,Kolkata,Banglore,1545,1,4,1,16,30,18,15
Multiple carriers,Delhi,Cochin,720,1,6,3,9,0,21,0
Air Asia,Banglore,Delhi,170,0,4,1,4,55,7,45
IndiGo,Banglore,Delhi,170,0,6,21,8,30,11,20
Jet Airways,Delhi,Cochin,1280,1,5,9,7,5,4,25
Jet Airways,Banglore,New Delhi,800,1,3,9,7,0,20,20
Jet Airways,Delhi,Cochin,395,1,6,3,21,50,4,25
IndiGo,Delhi,Cochin,195,0,6,12,5,35,8,50
SpiceJet,Mumbai,Hyderabad,90,0,6,9,5,45,7,15
Jet Airways,Delhi,Cochin,335,1,6,27,22,50,4,25
Multiple carriers,Delhi,Cochin,480,1,3,6,13,0,21,0
IndiGo,Kolkata,Banglore,165,0,4,12,9,35,12,20
IndiGo,Banglore,New Delhi,175,0,3,24,20,0,22,55
Jet Airways,Kolkata,Banglore,590,1,5,6,8,25,18,15
IndiGo,Delhi,Cochin,345,1,6,15,21,50,3,35
Jet Airways,Kolkata,Banglore,1545,1,5,6,6,30,8,15
IndiGo,Banglore,New Delhi,170,0,3,1,22,20,1,10
Air India,Kolkata,Banglore,1345,2,5,15,7,0,5,25
Jet Airways,Delhi,Cochin,715,1,6,24,7,5,19,0
Jet Airways,Kolkata,Banglore,450,1,5,12,21,10,4,40
Jet Airways,Banglore,Delhi,185,0,5,6,18,55,22,0
SpiceJet,Kolkata,Banglore,155,0,5,15,6,55,9,30
Jet Airways,Delhi,Cochin,450,1,6,12,11,30,19,0
Air Asia,Kolkata,Banglore,450,2,3,24,15,25,22,55
IndiGo,Delhi,Cochin,845,1,5,27,11,25,1,30
IndiGo,Delhi,Cochin,885,1,3,6,7,35,22,20
Jet Airways,Kolkata,Banglore,1335,1,3,24,6,30,4,45
Jet Airways,Kolkata,Banglore,375,1,5,18,5,45,12,0
Multiple carriers,Delhi,Cochin,390,1,6,24,19,0,1,30
SpiceJet,Banglore,New Delhi,175,0,3,24,9,35,12,30
Air India,Kolkata,Banglore,150,0,3,12,14,15,16,45
Air India,Mumbai,Hyderabad,75,0,6,15,19,30,20,45
Air India,Kolkata,Banglore,245,1,5,6,9,10,13,15
Multiple carriers,Delhi,Cochin,505,1,5,15,10,35,19,0
Jet Airways,Banglore,New Delhi,890,1,3,1,18,40,9,30
Jet Airways,Kolkata,Banglore,1055,1,5,15,16,30,10,5
Jet Airways,Banglore,Delhi,180,0,5,18,8,20,11,20
IndiGo,Banglore,New Delhi,170,0,3,1,23,30,2,20
Jet Airways,Delhi,Cochin,1125,2,4,9,9,40,4,25
IndiGo,Kolkata,Banglore,155,0,4,27,15,30,18,5
